fbb7ee0eed8d1dd0fe3b5a9d6ff41d1c4f044675,DELETE,symlink,node_modules/.bin/mime,14,
1056ddc18d199cd49957d382182a1a6400de3635,DELETE,symlink,node_modules/.bin/nodemon,25,
3409fdb788e9512fd8f04929e66d77f04f375ba8,DELETE,symlink,node_modules/.bin/nodetouch,25,
5aaadf42c4a8b282cbf6cc5c73e6ea0beedd2d46,DELETE,symlink,node_modules/.bin/semver,23,
dd82272375a7e17317891cbe468fae41e0402708,DELETE,regular-file,node_modules/.package-lock.json,47052,
481c7a50f96cf594ff078ba43267185b9c5cccc7,DELETE,regular-file,node_modules/@mongodb-js/saslprep/LICENSE,1060,
0b46bfa63054f8a0238b84a2d12438ab783a9cbf,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/.esm-wrapper.mjs,88,
70a71a5a0b89f03c100b9322566b43753f2e9917,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/browser.d.ts,177,
669fc6433d4e9fed0f71e3569b52070e263dc642,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/browser.d.ts.map,161,
1bedd860eb3e04e6ba47d4ad717e41bca8f3bd0f,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/browser.js,641,
40edf44bec74c5b6284b962b74ac04433f9c2d95,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/browser.js.map,370,
f85af5b8ba055409b80b8c4da633524a50a06591,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/code-points-data-browser.d.ts,134,
617b217b8bc285a0523b5e8956b2b548ee55e650,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/code-points-data-browser.d.ts.map,192,
5ea96355112d46e192cde2a473b85735ac2ba5b8,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/code-points-data-browser.js,560013,
feba4779b358d09a3d66ded2c317c41f5dbe7f06,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/code-points-data-browser.js.map,240,
cc908ec59621a9997a6220fd0d538f36cfc00d7e,DELETE,regular-file,node_modules/@mongodb-js/saslprep/dist/code-points-data.d.ts,134,
